gene_id,SRR6825925,SRR6825926,SRR6825928,SRR6825930,SRR6825932,SRR6825933,SRR6825934,SRR6825935,SRR6825938,SRR6825939,SRR6825940,SRR6825941
gene-CSGALNACT2,145,362,374,689,288,344,256,1255,318,393,333,409
gene-CSGALNACT1,24,14,45,40,10,8,40,113,33,35,47,35
gene-LOC121923842,4,4,12,0,0,10,52,7,201,0,0,13
gene-LOC121923844,229,422,207,210,67,520,244,335,556,135,674,427
gene-FAM136A,607,476,831,360,438,770,1160,882,1183,881,362,281
gene-CHRAC1,218,312,304,411,355,382,516,606,150,254,225,157
gene-ANAPC4,231,340,374,340,366,601,466,860,466,438,645,184
gene-ANAPC5,194,207,303,227,242,391,183,360,125,239,277,346
gene-ANAPC7,943,1394,1106,1974,835,1119,1811,2474,1095,885,853,1017
gene-LOC121924318,30,16,5,44,30,32,5,33,85,54,45,27
gene-ANAPC1,143,223,442,309,340,438,245,984,333,452,563,479
gene-ANAPC2,1005,742,974,641,722,911,1362,1102,2087,820,738,777
gene-LOC121924315,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924316,117025,116710,78857,87057,175691,124918,155178,37878,67934,147122,98777,52354
gene-LOC121924317,831,218,161,1502,185,116,678,48,920,159,311,123
gene-IRS1,24,106,190,168,103,144,164,371,97,243,95,100
gene-METRNL,1294,1495,1664,3838,1144,1243,1828,3700,1288,1219,2554,1528
gene-ANKFN1,0,0,0,0,0,0,0,0,0,0,0,0
gene-IRS2,15,59,79,178,56,250,39,189,26,80,143,172
gene-IRS4,1237,3420,5673,7214,3806,6309,3726,7963,1754,4626,5434,6566
gene-RABGAP1L,761,1049,1113,1900,1145,1205,2243,2664,1318,1388,1124,1393
gene-S100A1,0,0,0,130,6,0,4,227,19,0,12,0
gene-S100A5,0,0,0,0,0,0,0,0,0,0,0,8
gene-S100A6,520,1610,1250,1051,672,566,592,3032,870,368,1244,764
gene-FOXD1,4,14,0,2,0,0,2,109,16,4,15,0
gene-FOXD3,1,0,0,0,3,1,0,3,0,0,3,2
gene-FOXD2,4,0,0,0,0,0,0,8,0,3,4,0
gene-LOC121931240,302360,280140,336179,460553,316058,438151,354474,563978,172196,394430,299148,346597
gene-LOC121931242,50,35,46,38,44,30,37,45,97,53,38,11
gene-DOC2B,21,32,20,10,0,15,0,26,0,4,12,11
gene-DOC2A,117,75,91,306,1116,37,72,174,67,62,123,182
gene-ATP11B,1069,1408,1238,3870,1027,1394,3197,3916,1324,1256,781,1370
gene-ATP11C,1930,1616,3181,2364,3480,3613,3443,5113,1507,3721,2387,2372
gene-ATP11A,117,163,214,619,176,180,336,397,151,311,275,183
gene-COL15A1,218,244,296,223,287,340,915,243,67,336,238,166
gene-LOC121920761,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920763,404,560,408,642,156,686,253,446,181,191,285,232
gene-LOC121920762,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920764,46,0,23,9,0,25,0,13,331,0,57,5
gene-LOC121920767,0,0,0,0,0,0,0,3,0,0,0,0
gene-LOC121925194,8,54,55,94,72,111,46,273,11,100,29,80
gene-LOC121925196,10,5,10,0,7,19,0,22,3,14,11,11
gene-LOC121925193,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121928152,4,14,4,0,6,0,1,12,4,0,17,0
gene-LOC121928153,104,300,523,342,306,587,803,335,151,394,423,338
gene-LOC121928151,31,47,28,6,31,9,23,76,8,26,22,16
gene-LOC121924868,0,12,0,12,0,0,0,6,7,0,0,0
gene-LOC121928155,30,8,22,96,21,30,32,51,20,75,8,61
gene-LOC121924866,0,0,0,0,0,10,0,0,0,0,0,5
gene-LOC121924864,54,19,6,2,34,8,62,204,15,33,32,25
gene-LOC121928159,127,211,403,429,457,364,420,571,86,413,458,392
gene-LOC121924862,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924863,33,7,157,11,12,4,23,7,46,12,125,31
gene-LOC121924861,0,18,14,0,16,0,28,43,35,13,10,14
gene-LOC121918402,11,23,36,15,15,31,23,18,12,36,4,14
gene-LOC121926427,1710,993,2772,935,907,345,1704,1794,1414,914,1687,1203
gene-LOC121926428,0,0,0,9,4,11,4,0,12,7,5,17
gene-LOC121926429,517,837,1187,1180,1991,942,1813,2121,960,1635,2475,1456
gene-LOC121918405,0,0,5,0,0,0,0,0,0,0,0,7
gene-TPT1,70868,81746,63869,68588,110063,73182,75912,149133,92213,51084,93099,62133
gene-NOXRED1,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121925730,1666,3034,921,4883,1641,3564,2425,5858,543,3213,1347,1962
gene-LOC121925733,0,10,0,57,13,143,15,156,19,15,24,52
gene-LOC121925734,3,5,0,78,15,76,24,81,0,0,24,9
gene-LOC121925737,0,21,39,62,67,48,22,53,0,139,120,160
gene-LOC121925736,786,1085,714,335,696,635,1098,867,1386,410,1428,828
gene-LOC121915259,508,508,740,544,522,671,615,1283,958,530,626,608
gene-LOC121915258,0,0,0,0,4,0,0,0,0,0,4,3
gene-LOC121927774,0,0,0,8,8,3,7,8,2,4,0,0
gene-LOC121927772,26,28,34,33,82,102,25,217,56,49,29,29
gene-LOC121927771,0,0,0,0,0,5,0,0,0,0,0,0
gene-LOC121927770,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121915251,590,1020,1622,1582,1076,1394,1381,1791,885,1057,2323,1528
gene-LOC121915252,0,4,0,0,0,0,0,0,0,0,0,0
gene-TCF15,0,8,0,0,0,0,0,0,0,0,4,14
gene-PPP1R42,33,23,19,12,25,43,23,15,69,43,12,8
gene-MTOR,412,805,1261,1193,925,1147,1371,1777,621,1429,833,1156
gene-TEFM,180,221,239,296,285,272,320,465,184,294,170,162
gene-UNC79,25,42,11,16,6,0,25,19,47,22,10,42
gene-NCKIPSD,400,614,1090,720,824,692,942,1177,686,716,857,934
gene-ZNF131,146,293,602,423,326,581,258,578,149,567,829,435
gene-LOC121916964,0,0,0,0,0,0,0,0,0,0,0,0
gene-MTO1,978,977,722,632,904,1045,1010,1584,640,847,896,666
gene-LOC121916508,77341,94254,99234,168430,96417,102747,47021,218485,40391,56416,73603,120159
gene-LOC121916500,800,229,374,492,559,536,1254,431,154,634,224,379
gene-LOC121916503,4664,3821,5763,2788,3175,5623,7054,7711,4207,4050,3107,3201
gene-LOC121916505,4,0,0,0,55,6,0,8,17,40,6,13
gene-NAB1,127,554,473,592,290,515,94,794,287,391,318,152
gene-NAB2,744,1136,1156,1241,974,820,1932,2187,799,839,754,617
gene-MYRFL,622,0,4,0,6,407,559,243,0,208,10,16
gene-AIMP1,2751,1902,2039,1849,1916,1803,2793,3743,3688,1877,2613,1721
gene-AIMP2,609,799,1030,1007,651,1138,1126,1341,1034,858,1416,1267
gene-PNPT1,412,622,835,1078,401,632,778,1070,559,894,754,814
gene-GAP43,0,0,0,0,0,7,0,0,0,0,0,0
gene-CACNB1,30,29,11,49,27,41,23,133,14,12,62,30
gene-CNKSR1,327,203,452,40,234,115,1833,187,1738,397,975,182
gene-NQO1,2581,1594,1247,1084,3355,2457,3037,1394,1967,3019,1841,972
gene-AKAP8,877,1006,805,945,923,895,1345,2139,941,859,632,850
gene-AKAP3,0,0,0,0,0,0,0,0,0,0,0,0
gene-AKAP1,694,536,1156,829,599,1194,3502,1538,2285,985,1250,573
gene-AKAP7,49,68,25,29,50,43,80,192,27,60,28,19
gene-AKAP6,0,4,0,305,0,28,25,669,15,16,11,28
gene-AKAP5,0,7,0,0,8,0,0,28,4,4,0,0
gene-CTDSPL,2289,1883,3289,8163,3265,4084,4686,8873,1819,2359,2516,3186
gene-CTDSP1,4015,6794,6247,15690,5046,8681,10873,13955,5308,6444,4238,6683
gene-GPRC5B,17,42,25,9,8,22,31,0,11,7,41,11
gene-CTDSP2,2357,3211,2980,9734,3289,3516,4502,13081,3023,3191,5260,4177
gene-LOC121922859,0,0,0,0,0,0,0,0,0,0,0,0
gene-NPNT,34,48,133,409,38,134,34,105,21,105,434,141
gene-SETD5,642,973,2107,1886,1666,1908,1573,3223,1015,1860,2397,2283
gene-LOC121923102,2,0,0,0,0,0,0,0,0,11,0,0
gene-LOC121923108,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121923109,96,132,181,203,144,295,124,339,52,218,98,231
gene-LOC121914619,0,0,8,0,12,0,10,0,0,0,7,0
gene-LOC121914617,0,0,0,0,0,4,0,0,6,0,0,0
gene-LOC121914612,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121914610,0,0,0,17,0,0,0,0,0,0,3,0
gene-GPSM1,22,40,446,126,110,183,208,58,34,493,32,32
gene-GPSM3,854,7776,1415,5521,973,3020,796,10928,3670,821,5118,4317
gene-GPSM2,925,1495,1301,1592,1285,1605,1372,2160,674,1158,1403,1369
gene-LOC121924456,9,0,0,42,13,0,4,23,0,0,0,4
gene-LOC121924453,114,243,589,179,37,76,127,359,283,175,110,36
gene-LOC121924452,156,187,149,128,139,191,218,288,224,143,179,79
gene-LOC121924450,69,141,158,184,52,154,96,867,102,92,115,120
gene-LOC121924459,0,61,0,13,23,58,0,36,4,4,0,22
gene-CD164,1741,3353,3409,6135,3823,3805,8173,7326,2489,5760,3573,3691
gene-SYF2,2909,2711,2041,2614,2021,2415,3650,4809,3220,2317,2515,1850
gene-BACE2,460,673,359,2098,664,1164,1446,2065,151,865,324,507
gene-BACE1,354,406,1357,1122,723,1021,751,1349,162,879,193,626
gene-RIT2,0,0,0,0,0,0,0,0,0,0,0,0
gene-RIT1,356,568,584,1331,611,953,1136,1927,321,774,253,510
gene-CTXN3,0,0,0,0,0,0,0,0,0,0,0,0
gene-CTXN2,125,107,61,124,55,60,194,344,132,203,162,79
gene-CTXN1,0,0,0,0,0,0,0,0,0,0,0,0
gene-DDX3X,3615,8380,16093,19419,9920,16603,12004,21748,4182,15775,25109,21250
gene-PDPK1,690,692,1049,1223,805,835,1140,1820,967,788,969,808
gene-TRNAP-CGG,0,0,0,0,0,0,0,0,0,0,0,0
gene-DYRK1A,647,886,1231,1427,891,833,1217,1836,584,967,1107,1123
gene-DYRK1B,959,1206,1415,2144,934,1078,1760,2429,1502,858,1316,1236
gene-OSTF1,762,2009,2367,3617,1495,3123,4160,4147,2204,3186,1103,1627
gene-BCL2A1,0,41,163,26,20,108,8,105,10,96,115,108
gene-IQSEC1,2905,6257,3907,7831,5144,5341,7593,10721,3722,5985,2026,3086
gene-IQSEC2,36,78,54,151,52,51,79,212,34,69,43,80
gene-IQSEC3,0,4,0,4,4,0,4,45,0,0,11,0
gene-ZMAT4,0,0,0,0,0,0,0,0,0,0,0,0
gene-ZMAT5,87,135,111,114,101,162,209,253,236,189,144,90
gene-ZMAT2,1085,1320,1065,637,1047,994,1547,2664,1380,1023,1178,930
gene-ZMAT3,16,114,49,102,97,139,78,196,145,193,111,90
gene-COPE,2186,2447,2377,3583,3274,3908,5066,7002,2417,3303,2653,2371
gene-PEBP4,606,196,445,71,451,148,230,119,93,811,196,190
gene-COPA,4022,4645,5259,4504,4559,5453,6502,9947,6631,5630,5840,4780
gene-STK38L,398,299,589,642,514,643,566,695,498,531,1119,737
gene-LOC121936368,12,26,70,47,212,155,995,35,152,99,558,277
gene-LOC121936369,7,25,19,0,11,12,0,0,13,4,14,14
gene-LOC121936363,49,61,485,269,309,381,27,81,31,290,831,396
gene-LOC121936360,0,8,18,7,11,24,0,0,2,16,9,26
gene-COP1,581,948,1341,1174,985,912,1403,1813,847,1103,1439,1687
gene-LOC121933621,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121933623,0,0,0,0,0,0,3,0,0,0,0,0
gene-LOC121933625,0,0,0,0,0,0,0,0,0,0,0,0
gene-PIRT,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121933627,56,87,0,26,12,0,107,72,202,30,7,10
gene-LOC121933629,0,0,0,0,0,0,0,0,0,0,0,0
gene-CDK5R2,0,0,0,0,0,0,0,0,0,0,0,0
gene-USP42,302,472,716,508,545,608,630,922,617,741,891,637
gene-USP43,26,30,24,29,15,12,23,60,108,0,51,29
gene-USP40,288,296,518,216,360,413,813,603,637,386,345,236
gene-USP46,421,444,467,1576,536,532,659,1658,208,803,334,838
gene-USP47,1103,2070,1665,3553,1676,1944,2484,5454,1336,2042,3276,2677
gene-USP44,66,43,322,219,240,337,73,392,117,233,147,183
gene-USP45,228,536,708,1451,735,988,810,2386,178,727,787,657
gene-USP48,1927,1353,1485,1389,1110,1204,2774,3906,2866,1383,1187,1013
gene-USP49,90,96,272,227,244,350,108,338,144,309,370,195
gene-PDLIM1,710,808,1023,633,943,1116,1644,1585,2148,1445,1348,869
gene-PDLIM3,268,987,558,562,646,1280,507,3892,660,230,584,950
gene-PDLIM2,1143,1088,2062,342,678,1790,1320,1321,932,2191,1400,2073
gene-PDLIM5,1570,1796,2175,2097,1412,1885,4236,3597,2221,2158,1997,1208
gene-PDLIM4,191,841,862,224,677,1173,60,834,149,738,673,722
gene-PDLIM7,624,461,404,552,719,691,1079,746,774,870,780,721
gene-LOC121917392,53,17,49,28,25,19,28,86,51,52,37,35
gene-PUSL1,10,28,12,10,33,17,20,44,69,10,31,0
gene-SIGMAR1,148,622,749,943,754,697,563,2180,162,1172,1348,750
gene-PCIF1,1672,1516,1894,1750,1800,2141,2685,2938,3078,1454,1529,1574
gene-LOC121932289,14,117,32,73,28,26,23,70,50,22,49,10
gene-GNPTAB,826,833,614,1864,516,1097,855,2603,748,1084,414,453
gene-LOC121932283,13,63,47,48,19,51,25,58,45,46,78,52
gene-LOC121932282,15,12,49,7,25,33,40,26,35,45,82,30
gene-LOC121932284,3,0,85,6,233,432,4,18,0,424,156,259
gene-TESK2,482,1027,1101,2729,1318,1341,1614,2699,684,1060,956,1336
gene-TESK1,802,818,1348,1370,1309,1330,1907,2115,1881,1068,1607,1017
gene-LOC121935103,7,0,0,0,7,0,0,15,0,0,0,68
gene-LOC121935104,153,26,76,42,329,11,54,167,320,67,130,25
gene-LOC121935109,115,255,288,139,371,342,309,584,378,276,658,222
gene-LOC121935108,4,6,0,0,0,2,0,0,0,2,0,0
gene-ZNF385A,2,0,0,0,0,0,0,4,0,0,0,0
gene-ZNF385B,101,148,195,129,157,212,290,161,249,139,274,123
gene-ZNF385C,9,10,251,184,53,81,15,126,0,40,45,92
gene-ZNF385D,0,15,11,12,10,0,8,0,106,0,24,19
gene-LOC121934856,0,0,15,8,0,0,0,4,0,0,11,0
gene-LOC121934850,86,16,22,20,5,32,26,32,8,28,12,8
gene-LOC121934851,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121934859,0,0,0,0,0,4,0,0,0,0,0,0
gene-CNR2,0,6,6,4,7,0,12,15,29,11,11,2
gene-TSPO,1331,525,1084,174,613,505,3063,420,1150,845,884,340
gene-CDK11A,260,383,492,515,596,454,758,872,738,478,506,397
gene-TRNAT-AGU-7,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAT-AGU-4,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAT-AGU-5,0,0,3,0,0,1,0,0,0,0,8,2
gene-TRNAT-AGU-2,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAT-AGU-3,0,0,0,0,0,0,0,0,1,1,4,0
gene-NAT10,615,903,957,677,645,823,688,2103,701,920,1055,498
gene-NAT14,0,12,40,0,11,14,36,44,12,11,26,4
gene-NAT16,0,0,0,0,0,4,0,0,0,6,32,0
gene-MAP2K6,121,118,344,146,296,1015,226,203,29,574,180,225
gene-NOCT,172,641,6877,1036,1688,3938,257,1368,269,2749,5431,3814
gene-MAP2K4,1423,1939,1283,2287,1361,1501,3385,3515,2626,1560,1188,1109
gene-MAP2K5,421,601,575,462,523,864,856,1125,685,705,592,698
gene-MAP2K2,1063,2878,2782,14015,2675,3899,2801,11380,1023,3590,5227,4630
gene-MAP2K3,2059,1078,3097,614,1501,2700,1634,895,1892,1934,782,648
gene-MAP2K1,342,595,821,580,105,747,339,529,550,403,639,540
gene-DTYMK,160,112,201,95,55,125,155,177,264,289,173,158
gene-CUL4B,719,1563,1210,3027,1022,1103,2029,3310,850,1191,843,1041
gene-LOC121934270,388,11,52,44,31,14,33,239,34,108,33,24
gene-MDC1,885,1604,1787,2516,1552,1893,1275,5014,621,1638,1323,1924
gene-LOC121926626,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121926627,0,0,0,0,0,0,0,0,0,0,0,0
gene-SRSF9,448,564,683,426,552,830,942,972,578,674,632,533
gene-PRKAR1A,985,2603,2583,6471,2063,4361,4263,8465,731,5798,1707,3275
gene-LOC121926620,0,0,0,0,0,0,0,0,0,0,0,0
gene-SRSF2,7038,6587,7811,9062,5939,6452,15823,10656,10912,7351,9772,8049
gene-SRSF3,2703,3023,3637,1953,3175,2808,3814,7461,3386,4144,5805,3337
gene-SRSF1,2663,2094,1120,3741,1339,1662,4112,4682,3111,1525,1222,1258
gene-SRSF6,1555,996,1624,882,1083,1377,1980,3118,3967,1214,2639,1113
gene-SRSF7,1511,1111,1130,813,1447,1855,2022,3464,2265,1442,2063,1116
gene-SRSF4,3229,3364,3705,3808,2924,2651,5782,7257,8530,2669,3474,4252
gene-SRSF5,18992,16455,9551,17466,7037,8312,26911,31271,34195,7897,9817,8246
gene-LOC121931730,177,116,730,116,63,63,188,302,439,101,245,201
gene-GET4,919,2397,1742,3190,1545,2705,3035,8022,994,2894,1581,2302
gene-LOC121931733,0,0,0,0,0,0,0,0,0,0,0,0
gene-GET1,612,818,968,740,433,995,938,1016,709,774,519,279
gene-LOC121921169,4,10,10,12,10,17,12,68,0,11,9,11
gene-GET3,832,1706,1251,1245,1223,1331,2426,2172,1457,1196,1680,1481
gene-LOC121931738,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121931739,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121921162,335,466,572,303,697,566,728,1025,499,489,524,497
gene-ARID2,948,644,905,964,1103,1008,1053,1455,755,1058,834,1049
gene-NRSN2,0,4,0,0,0,0,0,0,0,0,0,0
gene-RFLNB,0,0,0,0,0,5,0,0,0,0,0,14
gene-LOC121926194,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121926195,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121926197,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121926190,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121927570,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121927575,1388,1670,1356,2314,1098,954,1791,3378,1562,1294,1817,1182
gene-LOC121928565,0,0,0,9,0,6,0,22,18,11,3,0
gene-ELOF1,1025,1451,1226,2877,948,1904,2080,3975,1257,1528,958,1080
gene-RPGRIP1L,136,116,117,156,71,151,111,368,146,144,142,214
gene-LOC121937192,323,243,242,196,214,326,308,421,593,234,315,177
gene-LOC121937190,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121937198,0,7,0,0,0,0,0,0,0,0,0,0
gene-TIPRL,481,551,665,821,454,477,637,1012,829,465,603,613
gene-PLCG1,119,201,485,405,386,573,288,953,273,608,562,471
gene-PLCG2,107,85,119,124,47,73,90,401,202,136,77,35
gene-LOC121936825,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121936827,0,0,0,0,0,0,0,0,0,0,0,0
gene-RAD23B,3286,5269,6408,5218,4102,5673,7010,9045,5540,5204,5517,4970
gene-RAD23A,1035,1326,1651,1582,1734,2015,3133,2055,1765,1583,1723,1445
gene-NUMB,1347,906,1882,1263,1758,2185,2370,1726,1627,2045,2386,1213
gene-C3H21orf91,136,303,990,553,432,913,463,702,278,666,826,801
gene-FANCD2OS,11,0,23,18,4,8,78,4,0,0,11,0
gene-LOC121929213,644,117,144,0,533,0,37,1741,115,26,41,0
gene-LOC121929210,622,337,328,271,340,301,390,799,500,290,421,220
gene-LOC121929217,14,4,8,0,35,12,0,87,0,0,6,18
gene-CRELD2,95,478,83,268,68,80,321,1358,165,262,300,86
gene-CRELD1,499,608,730,568,813,575,528,1181,366,799,566,376
gene-LOC121935849,0,0,2,2,0,5,0,5,0,0,0,2
gene-LOC121935846,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121935847,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121935844,2,3,0,5,0,0,6,10,0,0,0,0
gene-LOC121935845,0,0,0,1,1,0,0,0,0,1,0,3
gene-LOC121935842,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121935843,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121935840,0,0,0,0,0,0,0,0,0,0,0,0
gene-PIWIL2,19,54,31,38,25,67,119,78,55,148,99,21
gene-PIWIL4,67,0,0,0,184,0,148,58,0,100,0,0
gene-TRNAR-CCG-2,0,0,2,1,1,0,2,0,0,5,0,3
gene-TRNAR-CCG-3,0,0,0,0,0,0,0,0,0,0,0,1
gene-F13B,6993,6982,4101,1156,11200,8173,5566,8680,2244,6368,2843,4364
gene-WNT2B,8,0,0,0,0,17,21,14,0,0,0,0
gene-LOC121923478,0,0,0,0,5,6,57,0,0,0,0,0
gene-LOC121923479,0,0,0,0,0,3,0,0,3,0,0,0
gene-LOC121923474,0,0,13,15,8,14,12,0,4,11,20,6
gene-LOC121923475,3,61,4,0,0,0,4,0,14,0,36,5
gene-LOC121923470,23,6,209,14,176,14,326,60,112,82,93,9
gene-LOC121923471,21,0,0,0,7,0,11,0,15,6,6,0
gene-LOC121923472,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121923473,0,0,0,0,0,0,0,0,0,0,0,0
gene-TGFB1I1,195,330,509,603,327,500,263,1286,321,273,461,400
gene-LOC121916989,10,12,0,0,15,118,0,4,38,0,21,17
gene-LOC121924129,0,0,0,0,0,0,0,0,0,0,0,0
gene-PLEKHH3,465,263,614,352,436,278,427,589,445,332,710,441
gene-LOC121916984,0,0,5,0,0,0,4,0,0,0,0,0
gene-LOC121924125,0,0,0,0,4,0,0,0,0,0,7,0
gene-LOC121916987,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121916980,36,33,91,118,56,101,98,184,89,85,90,46
gene-LOC121916981,31,62,91,182,82,122,51,220,4,102,4,70
gene-LOC121924121,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121916983,0,0,0,0,0,4,0,0,6,0,6,0
gene-DRP2,15,196,1126,174,0,254,601,296,663,122,816,984
gene-MAPK9,142,251,624,802,492,503,238,1087,128,596,439,560
gene-LOC121915863,91,579,116,20,110,5,479,3344,1023,18,43,45
gene-MAPK7,15,28,81,55,62,150,38,146,13,127,41,103
gene-MAPK6,289,714,966,1923,1134,1436,1051,3320,557,2119,1774,2099
gene-MAPK1,894,1336,1651,1063,1515,1798,2932,2267,1138,1833,1413,1035
gene-LOC121915867,0,12,0,0,109,14,468,8,0,49,257,12
gene-LOC121915864,432,2132,1207,1023,1014,1235,2723,2049,1627,1098,846,974
gene-CREBZF,532,624,258,1404,256,278,1016,1299,229,384,117,189
gene-EPDR1,18,45,56,227,93,177,158,323,26,130,40,59
gene-ATAD2B,819,728,723,1214,860,810,1399,1587,873,916,510,848
gene-LOC121920354,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920355,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920356,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920357,2,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920350,70,113,65,201,61,83,27,158,75,34,142,39
gene-LOC121920351,15,18,10,24,0,21,0,32,8,9,2,27
gene-LOC121920353,20,50,55,261,10,37,32,192,26,24,9,60
gene-LOC121920358,707,882,771,32,913,961,1443,550,3147,977,1184,772
gene-DLEC1,30,28,66,38,32,47,107,76,92,58,28,28
gene-PLEC,3376,5038,9288,5558,5174,6669,5065,14614,2147,5891,5100,6161
gene-SYTL2,336,456,321,544,185,420,237,536,235,212,273,210
gene-SYTL3,80,163,169,168,54,81,154,213,302,106,161,82
gene-SYTL1,10,8,38,0,7,0,0,19,0,6,33,6
gene-SYTL4,514,622,684,664,710,912,761,989,601,787,535,645
gene-SYTL5,0,22,20,22,4,90,0,8,89,0,25,37
gene-DUS4L,24,26,36,16,23,55,78,28,47,45,11,0
gene-FA2H,19,0,27,33,13,10,9,66,10,49,31,95
gene-MALSU1,165,277,338,469,399,309,508,644,470,593,762,482
gene-C3H11orf65,253,117,240,53,159,162,220,185,281,190,98,58
gene-PCMT1,1224,1391,1080,1375,1043,773,1695,2859,2301,1323,942,1064
gene-CCHCR1,271,413,462,332,430,540,450,1005,226,619,463,332
gene-LOC121914803,412,637,461,718,330,451,951,916,1142,387,448,373
gene-NBAS,491,626,593,531,663,664,795,1009,413,769,524,621
gene-LOC121914800,0,3,0,0,0,0,3,0,0,0,0,0
gene-LOC121914806,6731,10780,17518,12279,6122,5081,18979,3566,24589,5296,10029,4784
gene-MIDEAS,1703,810,1900,1589,2667,2829,2047,1693,2349,2050,2967,968
gene-BRK1,2987,8962,4125,6985,5961,3683,5726,5657,3047,3552,4358,4988
gene-SLC25A48,82,241,358,416,579,937,106,1293,44,460,199,584
gene-LOC121917572,621,252,192,7,302,90,123,31,768,35,708,31
gene-LOC121917573,35,31,37,22,48,75,68,116,30,83,412,136
gene-LOC121917570,71,102,158,62,83,103,178,236,114,108,162,131
gene-LOC121917571,3,0,2,0,0,4,0,2,2,0,0,0
gene-LOC121917576,6,0,0,6,3,7,7,6,11,0,7,2
gene-LOC121917577,0,2,0,0,4,0,0,17,0,4,2,5
gene-LOC121917574,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121917575,50,46,31,25,31,8,19,100,28,8,26,19
gene-LOC121917578,191,195,203,130,218,206,263,336,344,210,276,162
gene-LOC121917579,890,1265,1591,2014,1212,2052,2374,2570,1034,1978,2682,1639
gene-HECTD3,1520,3021,4351,4588,3313,5503,4251,6683,3961,3898,2518,5653
gene-HECTD2,38,83,127,32,38,86,358,104,60,47,154,111
gene-HECTD1,1947,2743,4221,6262,3843,4595,4683,7965,2166,4715,3899,4993
gene-GDF11,8,15,12,61,20,21,11,34,0,59,11,27
gene-LOC121924504,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121917320,0,0,0,0,0,0,9,0,0,0,0,0
gene-APC2,15,10,71,0,12,11,17,6,11,12,68,112
gene-LOC121929600,0,83,10,0,0,0,0,525,0,0,0,0
gene-PGPEP1,51,45,131,202,66,165,248,177,22,147,129,97
gene-SUCLG2,2975,4545,3691,5351,3969,5113,5792,8304,1290,4443,2293,2319
gene-SUCLG1,3498,4316,3350,3452,3504,4670,6664,7562,5607,4648,3688,3446
gene-LOC121917825,0,3,192,13,52,38,5,18,5,73,604,86
gene-LOC121924506,0,0,0,0,0,0,0,0,0,0,0,0
gene-AS3MT,459,615,152,138,837,773,1516,696,171,1048,119,223
gene-ZXDC,519,776,1874,939,1451,1312,876,1346,569,1354,2363,1953
gene-LOC121917820,65,18,17,0,6,0,12,11,53,0,23,28
gene-MAN1B1,1737,2899,3227,5516,2282,5177,5263,4910,3090,2892,2534,3569
gene-WASF3,0,0,4,12,0,0,0,29,0,12,25,13
gene-WASF2,592,1084,1942,3380,1219,2182,1793,3580,1599,1932,820,1802
gene-WASF1,12,0,16,31,0,11,0,37,0,31,43,12
gene-AIFM1,1162,2069,1134,1065,1138,2069,2250,3334,1609,2025,1231,810
gene-AIFM3,368,53,966,69,77,405,613,12,565,145,66,91
gene-AIFM2,0,5,0,18,10,0,0,9,0,0,0,0
gene-C6H1orf35,115,227,342,187,141,415,276,374,660,344,169,202
gene-SLAIN2,684,973,945,2672,703,850,1327,2930,969,1205,818,1269
gene-SLAIN1,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121915048,0,0,0,0,0,0,0,0,0,0,0,0
